BYTES_READ,BYTES_WRITTEN,COMBINE_INPUT_RECORDS,COMBINE_OUTPUT_RECORDS,COMMITTED_HEAP_BYTES,CPU_MILLISECONDS,DATA_LOCAL_MAPS,DAY_OF_MONTH,DAY_OF_WEEK,ELAPSED_MILLISECONDS,FAILED_SHUFFLE,FALLOW_SLOTS_MILLIS_MAPS,FALLOW_SLOTS_MILLIS_REDUCES,GC_TIME_MILLIS,HOUR_OF_DAY,LARGE_READ_OPS,MAP_INPUT_RECORDS,MAP_OUTPUT_BYTES,MAP_OUTPUT_MATERIALIZED_BYTES,MAP_OUTPUT_RECORDS,MAP_SKIPPED_RECORDS,MB_MILLIS_MAPS,MB_MILLIS_REDUCES,MERGED_MAP_OUTPUTS,MILLIS_MAPS,MILLIS_REDUCES,NUM_FAILED_MAPS,NUM_FAILED_REDUCES,NUM_FAILED_UBERTASKS,NUM_KILLED_MAPS,NUM_KILLED_REDUCES,NUM_UBER_SUBMAPS,NUM_UBER_SUBREDUCES,OTHER_LOCAL_MAPS,PHYSICAL_MEMORY_BYTES,RACK_LOCAL_MAPS,READ_OPS,REDUCE_INPUT_GROUPS,REDUCE_INPUT_RECORDS,REDUCE_OUTPUT_RECORDS,REDUCE_SHUFFLE_BYTES,REDUCE_SKIPPED_GROUPS,REDUCE_SKIPPED_RECORDS,SEGMENT_SIZE,SHUFFLED_MAPS,SLOTS_MILLIS_MAPS,SLOTS_MILLIS_REDUCES,SPILLED_RECORDS,SPLIT_RAW_BYTES,TOTAL_LAUNCHED_MAPS,TOTAL_LAUNCHED_REDUCES,TOTAL_LAUNCHED_UBERTASKS,VCORES_MILLIS_MAPS,VCORES_MILLIS_REDUCES,VIRTUAL_MEMORY_BYTES,WRITE_OPS,YEAR
5.8967844E11,1.34488359E11,0.0,0.0,1.43023187E13,2.16921114E9,2306.0,27.0,1.0,1618592.0,0.0,0.0,0.0,5.4197576E7,18.0,0.0,9.0604616E9,1.21082452E12,2.36181324E11,9.0560512E9,0.0,5.7016157E12,1.39649404E12,3489339.0,1.1135968E9,2.27293952E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,1.37528145E13,946.0,78663.0,1.68707792E8,9.0560512E9,0.0,2.36181324E11,0.0,0.0,5138.0,3489339.0,1.1135968E9,4.54587904E8,2.623599E10,3592101.0,3391.0,1029.0,0.0,1.1135968E9,2.27293952E8,2.98450755E13,4116.0,2018.0
5.8770129E11,1.34014583E11,0.0,0.0,1.43711441E13,2.17575117E9,2299.0,28.0,2.0,1538013.0,0.0,0.0,0.0,5.3127064E7,3.0,0.0,9.0274939E9,1.20359145E12,2.34704912E11,9.0230723E9,0.0,6.1072191E12,1.2864975E12,3505326.0,1.19281626E9,2.09390864E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,1.38051982E13,968.0,78642.0,1.68691504E8,9.0230723E9,0.0,2.34704912E11,0.0,0.0,5138.0,3505326.0,1.19281626E9,4.18781728E8,2.61068718E10,3586767.0,3377.0,1038.0,0.0,1.19281626E9,2.09390864E8,2.9819203E13,4152.0,2018.0
5.8934211E11,1.34302441E11,0.0,0.0,1.41438254E13,2.96950067E9,2341.0,28.0,2.0,2341602.0,0.0,0.0,0.0,1.39982832E8,12.0,0.0,9.0445588E9,1.20668763E12,2.35190911E11,9.0401372E9,0.0,6.9342027E12,3.81272116E12,3568392.0,1.35433651E9,6.2056013E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,1.35959885E13,1005.0,79080.0,1.68849216E8,9.0401372E9,0.0,2.35190911E11,0.0,0.0,5141.0,3568392.0,1.35433651E9,1.24112026E9,2.61846753E10,3609138.0,3418.0,1044.0,0.0,1.35433651E9,6.2056013E8,3.0102136E13,4176.0,2018.0
5.9026958E11,1.34404784E11,0.0,0.0,1.41647801E13,2.89082547E9,2373.0,28.0,2.0,2306162.0,0.0,0.0,0.0,9.6114792E7,14.0,0.0,9.0523976E9,1.20832419E12,2.35538186E11,9.0479759E9,0.0,6.9181558E12,3.42937331E12,3610056.0,1.3512023E9,5.5816627E8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,1.36379378E13,889.0,79278.0,1.68927632E8,9.0479759E9,0.0,2.35538186E11,0.0,0.0,5141.0,3610056.0,1.3512023E9,1.11633254E9,2.61817999E10,3620433.0,3449.0,1047.0,0.0,1.3512023E9,5.5816627E8,3.03205083E13,4188.0,2018.0
5.9146849E11,1.34819291E11,0.0,0.0,1.40355725E13,2.75146624E9,2343.0,28.0,2.0,2159177.0,0.0,0.0,0.0,1.14648504E8,16.0,0.0,9.0596045E9,1.21057405E12,2.36235735E11,9.0551828E9,0.0,7.345137E12,2.41842022E12,3650207.0,1.43459712E9,3.93623072E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1.35447425E13,1023.0,79424.0,1.69014688E8,9.0551828E9,0.0,2.36235735E11,0.0,0.0,5144.0,3650207.0,1.43459712E9,7.8724614E8,2.62065377E10,3617706.0,3421.0,1067.0,0.0,1.43459712E9,3.93623072E8,3.02879101E13,4268.0,2018.0
5.924514E11,1.35178559E11,0.0,0.0,1.41144967E13,2.71065395E9,2368.0,28.0,2.0,2239158.0,0.0,0.0,0.0,9.4620392E7,18.0,0.0,9.068546E9,1.21321252E12,2.36838928E11,9.0641244E9,0.0,6.9759617E12,2.0310153E12,3688290.0,1.36249254E9,3.30568896E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.3554791E13,1044.0,79616.0,1.69129232E8,9.0641244E9,0.0,2.36838928E11,0.0,0.0,5148.0,3688290.0,1.36249254E9,6.6113779E8,2.62273577E10,3628287.0,3447.0,1070.0,0.0,1.36249254E9,3.30568896E8,3.04982671E13,4280.0,2018.0
5.8834236E11,1.35479894E11,0.0,0.0,1.31764574E13,2.58668698E9,2041.0,29.0,3.0,2295882.0,0.0,0.0,0.0,8.8490144E7,3.0,0.0,9.0478172E9,1.22074418E12,2.37460455E11,9.0433966E9,0.0,7.3167379E12,1.4738994E12,3365082.0,1.42905037E9,2.3989248E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.2809568E13,1098.0,78720.0,1.69189264E8,9.0433966E9,0.0,2.37460455E11,0.0,0.0,5183.0,3365082.0,1.42905037E9,4.7978496E8,2.65019924E10,3553797.0,3142.0,1071.0,0.0,1.42905037E9,2.3989248E8,2.84984334E13,4284.0,2018.0
5.8949783E11,1.35964918E11,0.0,0.0,1.31142171E13,3.19029222E9,2007.0,29.0,3.0,3139895.0,0.0,0.0,0.0,1.48740752E8,12.0,0.0,9.0706422E9,1.22590488E12,2.38486389E11,9.0662216E9,0.0,7.2760982E12,5.0606018E12,3334770.0,1.42111296E9,8.2366573E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,1.27886227E13,1013.0,78933.0,1.69442944E8,9.0662216E9,0.0,2.38486389E11,0.0,0.0,5191.0,3334770.0,1.42111296E9,1.64733146E9,2.6582485E10,3558330.0,3105.0,1074.0,0.0,1.42111296E9,8.2366573E8,2.8265486E13,4296.0,2018.0
5.9043362E11,1.36113873E11,0.0,0.0,1.32607115E13,2.97858944E9,2046.0,29.0,3.0,2948946.0,0.0,0.0,0.0,1.05330424E8,14.0,0.0,9.0792724E9,1.22758654E12,2.38767309E11,9.0748518E9,0.0,7.2327055E12,3.24083017E12,3378804.0,1.41263782E9,5.2747888E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,1.29068685E13,1019.0,79140.0,1.695444E8,9.0748518E9,0.0,2.38767309E11,0.0,0.0,5192.0,3378804.0,1.41263782E9,1.05495776E9,2.65829069E10,3572196.0,3146.0,1074.0,0.0,1.41263782E9,5.2747888E8,2.85414837E13,4296.0,2018.0
5.9156201E11,1.36365875E11,0.0,0.0,1.32911381E13,2.74758426E9,2089.0,29.0,3.0,3037470.0,0.0,0.0,0.0,9.0973768E7,16.0,0.0,9.0874757E9,1.23068154E12,2.39226765E11,9.0830551E9,0.0,8.0832773E12,2.4065679E12,3437742.0,1.57876506E9,3.91694016E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,1.29283947E13,997.0,79390.0,1.69646976E8,9.0830551E9,0.0,2.39226765E11,0.0,0.0,5210.0,3437742.0,1.57876506E9,7.8338803E8,2.6601812E10,3586959.0,3189.0,1078.0,0.0,1.57876506E9,3.91694016E8,2.88587451E13,4312.0,2018.0
5.9230041E11,1.366151E11,0.0,0.0,1.32985609E13,2.62702899E9,2039.0,29.0,3.0,2647665.0,0.0,0.0,0.0,8.4939984E7,19.0,0.0,9.0999337E9,1.2332478E12,2.39765275E11,9.0955131E9,0.0,6.8562998E12,3.04594944E12,3407118.0,1.33912102E9,4.9576E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,1.30246613E13,1041.0,79431.0,1.69802112E8,9.0955131E9,0.0,2.39765275E11,0.0,0.0,5211.0,3407118.0,1.33912102E9,9.9152E8,2.66696458E10,3582456.0,3146.0,1083.0,0.0,1.33912102E9,4.9576E8,2.86154797E13,4332.0,2018.0
5.8992198E11,1.3685742E11,0.0,0.0,1.33361545E13,2.29788109E9,2035.0,30.0,4.0,1583038.0,0.0,0.0,0.0,6.6119584E7,3.0,0.0,9.0692198E9,1.23726856E12,2.39575515E11,9.0648003E9,0.0,6.1024879E12,1.35023428E12,3376488.0,1.1918921E9,2.19764688E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,1.30803858E13,1011.0,79334.0,1.69799808E8,9.0648003E9,0.0,2.39575515E11,0.0,0.0,5219.0,3376488.0,1.1918921E9,4.39529376E8,2.66420388E10,3579408.0,3138.0,1076.0,0.0,1.1918921E9,2.19764688E8,2.85210051E13,4304.0,2018.0
