BYTES_READ,BYTES_WRITTEN,COMBINE_INPUT_RECORDS,COMBINE_OUTPUT_RECORDS,COMMITTED_HEAP_BYTES,CPU_MILLISECONDS,DATA_LOCAL_MAPS,DAY_OF_MONTH,DAY_OF_WEEK,ELAPSED_MILLISECONDS,FAILED_SHUFFLE,FALLOW_SLOTS_MILLIS_MAPS,FALLOW_SLOTS_MILLIS_REDUCES,GC_TIME_MILLIS,HOUR_OF_DAY,LARGE_READ_OPS,MAP_INPUT_RECORDS,MAP_OUTPUT_BYTES,MAP_OUTPUT_MATERIALIZED_BYTES,MAP_OUTPUT_RECORDS,MAP_SKIPPED_RECORDS,MB_MILLIS_MAPS,MB_MILLIS_REDUCES,MERGED_MAP_OUTPUTS,MILLIS_MAPS,MILLIS_REDUCES,NUM_FAILED_MAPS,NUM_FAILED_REDUCES,NUM_FAILED_UBERTASKS,NUM_KILLED_MAPS,NUM_KILLED_REDUCES,NUM_UBER_SUBMAPS,NUM_UBER_SUBREDUCES,OTHER_LOCAL_MAPS,PHYSICAL_MEMORY_BYTES,RACK_LOCAL_MAPS,READ_OPS,REDUCE_INPUT_GROUPS,REDUCE_INPUT_RECORDS,REDUCE_OUTPUT_RECORDS,REDUCE_SHUFFLE_BYTES,REDUCE_SKIPPED_GROUPS,REDUCE_SKIPPED_RECORDS,SEGMENT_SIZE,SHUFFLED_MAPS,SLOTS_MILLIS_MAPS,SLOTS_MILLIS_REDUCES,SPILLED_RECORDS,SPLIT_RAW_BYTES,TOTAL_LAUNCHED_MAPS,TOTAL_LAUNCHED_REDUCES,TOTAL_LAUNCHED_UBERTASKS,VCORES_MILLIS_MAPS,VCORES_MILLIS_REDUCES,VIRTUAL_MEMORY_BYTES,WRITE_OPS,YEAR
1.31702994E12,1.03326177E10,0.0,0.0,3.44109676E13,2.1541335E9,9622.0,25.0,6.0,731271.0,0.0,0.0,0.0,1.46537792E8,15.0,0.0,2.18881741E10,8.2232803E11,2.34817176E11,8.0275738E9,0.0,5.2206413E12,2.56775848E11,9469816.0,1.01965645E9,4.1792944E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,3.20488027E13,2444.0,856615.0,3.7010628E7,8.0275738E9,0.0,2.34817176E11,0.0,0.0,13.0,9469816.0,1.01965645E9,8.3585888E7,1.67811963E10,4.045374E7,12172.0,778.0,0.0,1.01965645E9,4.1792944E7,8.5548182E13,3112.0,2018.0
7.8809897E11,6.5231821E9,0.0,0.0,1.79210132E13,9.9528998E8,4059.0,25.0,6.0,405832.0,0.0,0.0,0.0,6.312064E7,17.0,0.0,8.2457779E9,5.21163932E11,1.05053987E11,4.6238264E9,0.0,1.86677409E12,1.67598637E11,4335016.0,3.6460432E8,2.7278424E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,1.70716509E13,1213.0,254611.0,3.5131464E7,4.6238264E9,0.0,1.05053987E11,0.0,0.0,61.0,4335016.0,3.6460432E8,5.4556848E7,9.381758E9,1.2049253E7,5572.0,778.0,0.0,3.6460432E8,2.7278424E7,4.2319651E13,3112.0,2018.0
3.24739072E11,4.7891456E9,0.0,0.0,1.36894386E13,5.4185798E8,3595.0,25.0,6.0,342713.0,0.0,0.0,0.0,3.7694108E7,19.0,0.0,3.79360461E9,1.51290986E11,7.1368401E10,1.49134963E9,0.0,1.42372923E12,6.0518973E10,3501000.0,2.78072096E8,9850093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0,1.09367001E13,324.0,124444.0,3.697118E7,1.49134963E9,0.0,7.1368401E10,0.0,0.0,55.0,3501000.0,2.78072096E8,1.9700186E7,2.98269926E9,5948592.0,4500.0,778.0,0.0,2.78072096E8,9850093.0,3.5240014E13,3112.0,2018.0
3.09376634E12,9.1567227E10,0.0,0.0,4.9096988E13,6.3399629E9,7582.0,26.0,7.0,1787299.0,0.0,0.0,0.0,3.46950272E8,4.0,0.0,3.9450194E10,5.4254932E12,1.57065871E12,3.4428203E10,0.0,1.73636227E13,1.34457144E12,1.03881E7,3.39133261E9,2.18843008E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1164.0,5.1087524E13,4658.0,1168630.0,3.7073444E7,3.4428203E10,0.0,1.57065871E12,0.0,0.0,6802.0,1.03881E7,3.39133261E9,4.37686016E8,9.1420762E10,5.4837112E7,13404.0,775.0,0.0,3.39133261E9,2.18843008E8,9.3942343E13,3100.0,2018.0
3.08467335E12,8.8928707E10,0.0,0.0,4.8264359E13,6.4924611E9,7372.0,27.0,1.0,1669187.0,0.0,0.0,0.0,3.66889536E8,4.0,0.0,3.9341793E10,5.3418315E12,1.54716943E12,3.41876142E10,0.0,1.77127807E13,1.26252994E12,9874816.0,3.45952768E9,2.05489904E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,5.0331891E13,5532.0,1165316.0,3.7084792E7,3.41876142E10,0.0,1.54716943E12,0.0,0.0,6655.0,9874816.0,3.45952768E9,4.10979808E8,9.0120372E10,5.4669508E7,13184.0,749.0,0.0,3.45952768E9,2.05489904E8,9.231362E13,2996.0,2018.0
3.08335765E12,8.8935891E10,0.0,0.0,4.8536234E13,6.0302874E9,7478.0,28.0,2.0,1673913.0,0.0,0.0,0.0,3.2460464E8,4.0,0.0,3.9247061E10,5.3287925E12,1.54435387E12,3.41143163E10,0.0,1.56413943E13,1.37044636E12,9977786.0,3.05495987E9,2.23054432E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1165.0,5.1203644E13,4643.0,1163125.0,3.7089496E7,3.41143163E10,0.0,1.54435387E12,0.0,0.0,6659.0,9977786.0,3.05495987E9,4.46108864E8,8.9733358E10,5.457932E7,13286.0,751.0,0.0,3.05495987E9,2.23054432E8,9.3008758E13,3004.0,2018.0
1.16428964E12,5.3794355E9,0.0,0.0,3.04665938E13,1.54706342E9,9403.0,28.0,2.0,1359906.0,0.0,0.0,0.0,9.1950704E7,11.0,0.0,1.14278656E10,3.93400713E11,5.5050854E10,3.55944806E9,0.0,2.86895741E12,1.11908078E11,8774684.0,5.6034323E8,1.8214206E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,2.9245959E13,2068.0,752431.0,3.5393964E7,3.55944806E9,0.0,5.5050854E10,0.0,0.0,14.0,8774684.0,5.6034323E8,3.6428412E7,7.1232538E9,3.5621064E7,11684.0,751.0,0.0,5.6034323E8,1.8214206E7,8.2165132E13,3004.0,2018.0
6.8195492E10,1.03115494E9,0.0,0.0,1.05653931E13,2.9488736E8,3018.0,28.0,2.0,253938.0,0.0,0.0,0.0,1.943308E7,13.0,0.0,7.1968173E8,1.23435584E9,1.10383283E9,1.2214457E7,0.0,6.5417314E11,2.51729449E10,2334859.0,1.27768192E8,4097159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.9931211E12,71.0,29932.0,9556048.0,1.2214457E7,0.0,1.10383283E9,0.0,0.0,3.0,2334859.0,1.27768192E8,8194318.0,2.4428914E7,1465738.0,3109.0,751.0,0.0,1.27768192E8,4097159.0,2.58788536E13,3004.0,2018.0
2.61022941E12,3.4674455E9,0.0,0.0,3.9330354E13,3.69019674E9,5500.0,28.0,2.0,763071.0,0.0,0.0,0.0,2.97763808E8,15.0,0.0,3.6147749E10,4.77585768E11,1.43914353E11,4.7043717E9,0.0,8.0472981E12,1.42030406E11,7933564.0,1.57173786E9,2.3116928E7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,4.0701413E13,4962.0,628714.0,2.223894E7,4.7043717E9,0.0,1.43914353E11,0.0,0.0,7.0,7933564.0,1.57173786E9,4.6233856E7,9.4087434E9,2.9702456E7,10569.0,751.0,0.0,1.57173786E9,2.3116928E7,7.4859485E13,3004.0,2018.0
6.7143657E11,2.14353267E9,0.0,0.0,1.18921437E13,8.0870707E8,1630.0,28.0,2.0,255649.0,0.0,0.0,0.0,7.4675864E7,17.0,0.0,5.1530245E9,4.5257425E10,2.90693796E10,4.47624928E8,0.0,1.48670054E12,9.2598378E10,2182406.0,2.903712E8,1.5071351E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,1.12922995E13,1017.0,64387.0,1.8487572E7,4.47624928E8,0.0,2.90693796E10,0.0,0.0,3.0,2182406.0,2.903712E8,3.0142702E7,8.9524986E8,3031352.0,2906.0,751.0,0.0,2.903712E8,1.5071351E7,2.46001047E13,3004.0,2018.0
3.07656183E12,8.0061891E10,0.0,0.0,4.8998228E13,6.3054771E9,7713.0,29.0,3.0,2108075.0,0.0,0.0,0.0,3.32340928E8,4.0,0.0,3.9090975E10,5.3007965E12,1.5377658E12,3.39730616E10,0.0,1.58766759E13,1.80185845E12,1.0182685E7,3.10091315E9,2.93271232E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,5.1298506E13,5423.0,1161215.0,3.6490008E7,3.39730616E10,0.0,1.5377658E12,0.0,0.0,6679.0,1.0182685E7,3.10091315E9,5.8654246E8,8.9523954E10,5.4512116E7,13487.0,755.0,0.0,3.10091315E9,2.93271232E8,9.4355944E13,3020.0,2018.0
1.44689398E12,6.8677135E9,0.0,0.0,2.52909275E13,2.70035046E9,4290.0,29.0,3.0,1070589.0,0.0,0.0,0.0,2.02837856E8,11.0,0.0,2.33804616E10,3.53637335E11,1.29163583E11,3.21685453E9,0.0,4.891357E12,3.41201977E11,5294815.0,9.5534317E8,5.5534176E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,2.46832672E13,2555.0,392630.0,2.7911954E7,3.21685453E9,0.0,1.29163583E11,0.0,0.0,15.0,5294815.0,9.5534317E8,1.11068352E8,6.4381092E9,1.8538124E7,7013.0,755.0,0.0,9.5534317E8,5.5534176E7,5.1582054E13,3020.0,2018.0
1.14969543E11,2.68045978E9,0.0,0.0,2.91024446E13,7.0546906E8,12534.0,29.0,3.0,878820.0,0.0,0.0,0.0,4.5629896E7,13.0,0.0,4.2540055E9,4.8593229E9,3.59000166E9,4.6615332E7,0.0,2.20810681E12,1.06695074E11,9675325.0,4.31270848E8,1.7365736E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,2.27105497E13,104.0,119075.0,2.3383916E7,4.6615332E7,0.0,3.59000166E9,0.0,0.0,2.0,9675325.0,4.31270848E8,3.4731472E7,9.3230664E7,6618360.0,12815.0,755.0,0.0,4.31270848E8,1.7365736E7,8.9542292E13,3020.0,2018.0
9.9057349E11,4.7958011E9,0.0,0.0,2.18501218E13,1.83390528E9,4359.0,29.0,3.0,880060.0,0.0,0.0,0.0,1.61535952E8,15.0,0.0,1.90922793E10,1.25420424E12,1.13700446E11,1.22712125E10,0.0,3.61944842E12,5.46563654E11,4706670.0,7.0692352E8,8.8958928E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,2.09826265E13,1496.0,236600.0,2.7415612E7,1.22712125E10,0.0,1.13700446E11,0.0,0.0,7.0,4706670.0,7.0692352E8,1.77917856E8,3.09656965E10,1.1299561E7,6234.0,755.0,0.0,7.0692352E8,8.8958928E7,4.6476231E13,3020.0,2018.0
1.09046386E12,6.9967114E9,0.0,0.0,3.35143324E13,2.51032858E9,10193.0,29.0,3.0,1140047.0,0.0,0.0,0.0,1.76800352E8,17.0,0.0,2.10540626E10,3.9861076E11,1.08795314E11,3.76471731E9,0.0,5.5922147E12,2.6774274E11,9278950.0,1.09222938E9,4.357792E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,2.92653661E13,2036.0,847706.0,2.8315412E7,3.76471731E9,0.0,1.08795314E11,0.0,0.0,29.0,9278950.0,1.09222938E9,8.715584E7,7.5294346E9,4.0059616E7,12290.0,755.0,0.0,1.09222938E9,4.357792E7,8.6123892E13,3020.0,2018.0
4.52775969E11,2.49654118E9,0.0,0.0,1.55120063E13,7.2154253E8,4070.0,29.0,3.0,474084.0,0.0,0.0,0.0,5.7532804E7,19.0,0.0,5.7725194E9,3.84664142E11,1.06690003E11,3.7932096E9,0.0,1.2725226E12,2.82436731E11,3783305.0,2.48539584E8,4.596952E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,1.30979138E13,791.0,155603.0,1.858875E7,3.7932096E9,0.0,1.06690003E11,0.0,0.0,2.0,3783305.0,2.48539584E8,9.193904E7,7.5864192E9,7410723.0,5011.0,755.0,0.0,2.48539584E8,4.596952E7,3.8449403E13,3020.0,2018.0
3.06979249E12,8.1315324E10,0.0,0.0,4.8290033E13,6.6076749E9,7381.0,30.0,4.0,1688576.0,0.0,0.0,0.0,3.65395168E8,4.0,0.0,3.8960558E10,5.8747535E12,1.57345422E12,3.8800339E10,0.0,1.70904435E13,1.35775296E12,1.0083072E7,3.33797734E9,2.20988432E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,5.0197862E13,5472.0,1157820.0,3.7051388E7,3.8800339E10,0.0,1.57345422E12,0.0,0.0,6697.0,1.0083072E7,3.33797734E9,4.41976864E8,1.07484406E11,5.4313328E7,13129.0,768.0,0.0,3.33797734E9,2.20988432E8,9.209737E13,3072.0,2018.0
1.80728902E12,2.82793037E9,0.0,0.0,3.09674461E13,2.60333517E9,5512.0,30.0,4.0,642504.0,0.0,0.0,0.0,2.2051584E8,11.0,0.0,1.66278932E10,3.04646308E10,1.94470707E10,3.00730592E8,0.0,5.3258349E12,7.5614552E10,6881280.0,1.04020211E9,1.2307056E7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,3.00806486E13,3317.0,487974.0,1.981615E7,3.00730592E8,0.0,1.94470707E10,0.0,0.0,6.0,6881280.0,1.04020211E9,2.4614112E7,6.0146118E8,2.3098104E7,8962.0,768.0,0.0,1.04020211E9,1.2307056E7,6.4430927E13,3072.0,2018.0
1.04019205E12,2.60762394E9,0.0,0.0,2.35662402E13,1.50148877E9,5284.0,30.0,4.0,552288.0,0.0,0.0,0.0,9.1942024E7,13.0,0.0,2.08045281E10,1.49945074E11,5.0958852E10,1.4059031E9,0.0,3.37289806E12,6.8727202E10,5583360.0,6.5876915E8,1.1186068E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,2.21156381E13,1709.0,309075.0,1.7728754E7,1.4059031E9,0.0,5.0958852E10,0.0,0.0,5.0,5583360.0,6.5876915E8,2.2372136E7,2.81180621E9,1.4745447E7,7270.0,768.0,0.0,6.5876915E8,1.1186068E7,5.3374007E13,3072.0,2018.0
2.0883551E12,5.97009E9,0.0,0.0,3.5374965E13,3.05133696E9,6285.0,30.0,4.0,746858.0,0.0,0.0,0.0,2.59144528E8,15.0,0.0,2.34330563E10,1.29586086E11,5.7929802E10,1.19475904E9,0.0,7.3310447E12,6.953889E10,7881216.0,1.43184461E9,1.1318178E7,24.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,3.45815353E13,3781.0,694512.0,2.7866476E7,1.19475904E9,0.0,5.7929802E10,0.0,0.0,27.0,7881216.0,1.43184461E9,2.2636356E7,2.38951808E9,3.2751832E7,10286.0,768.0,0.0,1.43184461E9,1.1318178E7,7.2963659E13,3072.0,2018.0
2.21135451E12,1.08256717E10,0.0,0.0,3.570806E13,2.8957929E9,5647.0,30.0,4.0,635123.0,0.0,0.0,0.0,1.87840736E8,17.0,0.0,3.15045396E10,4.91645567E11,1.89838213E11,4.8009969E9,0.0,5.8603691E12,1.30051801E11,7608576.0,1.14460326E9,2.1167286E7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,876.0,3.6415123E13,3386.0,757386.0,3.152526E7,4.8009969E9,0.0,1.89838213E11,0.0,0.0,26.0,7608576.0,1.14460326E9,4.2334572E7,9.6057682E9,3.557636E7,9909.0,768.0,0.0,1.14460326E9,2.1167286E7,7.0654133E13,3072.0,2018.0
2.10631262E12,6.8595579E9,0.0,0.0,3.5716101E13,2.06913549E9,5866.0,30.0,4.0,453000.0,0.0,0.0,0.0,1.44307632E8,19.0,0.0,3.07838054E10,9.1188535E10,2.60494828E10,8.836144E8,0.0,5.3621214E12,7.2304583E10,7603200.0,1.04728934E9,1.1768324E7,6.0,0.0,0.0,0.0,0.0,0.0,0.0,353.0,3.5815795E13,3687.0,611232.0,3.1325752E7,8.836144E8,0.0,2.60494828E10,0.0,0.0,31.0,7603200.0,1.04728934E9,2.3536648E7,1.7672288E9,2.8882676E7,9906.0,768.0,0.0,1.04728934E9,1.1768324E7,7.0587796E13,3072.0,2018.0
3.06060539E12,8.2663932E10,0.0,0.0,4.766517E13,6.2943667E9,7508.0,31.0,5.0,2035569.0,0.0,0.0,0.0,3.32403712E8,4.0,0.0,3.8842065E10,5.8174609E12,1.56716709E12,3.868187E10,0.0,1.62394108E13,1.11851156E12,8075180.0,3.17175987E9,1.82049408E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1170.0,5.0149087E13,4560.0,1154605.0,3.7055816E7,3.868187E10,0.0,1.56716709E12,0.0,0.0,6699.0,8075180.0,3.17175987E9,3.64098816E8,1.06813342E11,5.4228312E7,13238.0,610.0,0.0,3.17175987E9,1.82049408E8,9.1667118E13,2440.0,2018.0
1.90440918E12,6.1661215E9,0.0,0.0,3.07989714E13,1.47289664E9,4982.0,31.0,5.0,605318.0,0.0,0.0,0.0,9.7879392E7,11.0,0.0,1.81089976E10,3.61288663E11,5.771461E10,3.54705638E9,0.0,3.84150641E12,1.66369214E11,5249050.0,7.5029421E8,2.7078324E7,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1253.0,3.19557059E13,2382.0,429667.0,3.170282E7,3.54705638E9,0.0,5.771461E10,0.0,0.0,21.0,5249050.0,7.5029421E8,5.4156648E7,7.0941128E9,2.043604E7,8617.0,610.0,0.0,7.5029421E8,2.7078324E7,6.0960748E13,2440.0,2018.0
2.70683161E11,3.09988454E9,0.0,0.0,9.0134345E12,3.0037024E8,1900.0,31.0,5.0,231171.0,0.0,0.0,0.0,1.1715039E7,13.0,0.0,3.22598042E9,2.04558107E11,5.0869072E10,1.88526208E9,0.0,3.98547976E11,3.6083327E10,1470100.0,7.78414E7,5872937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.5161472E12,489.0,54205.0,2.3427626E7,1.88526208E9,0.0,5.0869072E10,0.0,0.0,3.0,1470100.0,7.78414E7,1.1745874E7,3.78870477E9,2543271.0,2410.0,610.0,0.0,7.78414E7,5872937.0,2.03323144E13,2440.0,2018.0
2.23759172E12,8.8725238E9,0.0,0.0,3.43944693E13,2.85118285E9,5467.0,31.0,5.0,1088749.0,0.0,0.0,0.0,2.61259088E8,15.0,0.0,2.1206018E10,4.51364553E11,1.28422855E11,4.3244856E9,0.0,6.7205475E12,2.43171803E11,5962140.0,1.31260698E9,3.9578744E7,9.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,3.5222628E13,4039.0,644101.0,3.243723E7,4.3244856E9,0.0,1.28422855E11,0.0,0.0,67.0,5962140.0,1.31260698E9,7.9157488E7,8.6489713E9,3.0396936E7,9783.0,610.0,0.0,1.31260698E9,3.9578744E7,6.8603127E13,2440.0,2018.0
